Timestamp(us), ax, ay, az, gx, gy, gz, mx, my, mz,period
3843387603,4999,-7988,-1219,-1727,-66,-1462,160,-185,-1575,2
3843407592,5549,-8053,-2199,-2069,-114,-1757,148,-161,-1600,2
3843427581,5124,-6961,-3223,-2426,-244,-1979,142,-137,-1611,2
3843447570,6589,-5143,-4267,-2714,-322,-2071,136,-96,-1611,2
3843467559,6727,-2911,-4215,-2903,-467,-2334,100,-78,-1625,2
3843487548,7450,-650,-5698,-2978,-414,-2577,95,-48,-1636,2
3843507537,6873,897,-6438,-3117,-467,-2861,118,0,-1648,2
3843527526,7185,2678,-6623,-3315,-646,-2942,95,35,-1636,2
3843547515,8672,6003,-9243,-3399,-621,-2978,100,83,-1586,2
3843567504,7912,10036,-9997,-3514,-606,-3092,95,118,-1575,2
3843587493,7646,11886,-8688,-3572,-642,-3005,95,148,-1525,2
3843607482,7943,13534,-9237,-3474,-554,-2957,89,201,-1513,2
3843627471,8168,15760,-11207,-3477,-403,-2944,106,237,-1465,2
3843647460,8358,17195,-11232,-3473,-330,-2885,112,273,-1426,2
3843667449,7614,18206,-10335,-3502,-648,-2737,106,302,-1342,2
3843687438,8338,18398,-11424,-3347,-495,-2684,118,332,-1292,2
3843707427,9510,19113,-12726,-3115,-287,-2683,142,362,-1278,2
3843727416,9351,20407,-11771,-2936,-381,-2684,148,403,-1169,2
3843747406,8667,20835,-10867,-2725,-485,-2548,172,409,-1155,2
3843767395,8752,20660,-10690,-2480,-555,-2330,178,427,-1119,2
3843787384,9541,19727,-11796,-2185,-447,-2194,190,427,-1021,2
3843807373,9270,19246,-10951,-1941,-470,-2097,219,451,-959,2
3843827362,8494,19270,-10118,-1693,-502,-1936,237,457,-934,2
3843847351,8525,18882,-10711,-1451,-394,-1693,261,469,-909,2
3843867340,8197,18228,-10226,-1266,-389,-1407,261,439,-884,2
3843887329,8486,17707,-10017,-1034,-326,-1123,261,433,-825,2
3843907318,8208,17440,-10506,-780,-232,-875,285,433,-811,2
3843927307,8194,17325,-10967,-547,-166,-649,296,439,-823,2
3843947296,8339,16587,-11419,-288,-97,-433,302,433,-800,2
3843967285,7897,16127,-10521,-69,-91,-222,302,451,-811,2
3843987274,7652,15504,-10373,139,-37,-6,314,415,-775,2
3844007263,7726,15371,-10524,332,112,186,302,427,-800,2
3844027252,7876,15588,-10747,521,157,335,314,451,-786,2
3844047241,6807,16443,-11067,692,17,471,297,427,-800,2
3844067230,5760,17555,-10415,826,-12,652,291,433,-811,2
3844087219,5520,17887,-10453,954,71,857,267,433,-848,2
3844107208,5780,18043,-10721,1143,183,971,273,463,-886,2
3844127197,5911,19117,-10649,1364,118,1018,261,445,-923,2
3844147186,4963,20352,-10735,1532,5,1116,267,451,-971,2
3844167175,4970,20317,-11308,1618,36,1288,243,439,-1009,2
3844187164,5301,20786,-11889,1679,156,1407,225,445,-1032,2
3844207153,4855,21782,-10327,1775,137,1522,219,439,-1082,2
3844227142,4742,19408,-9377,1902,97,1796,190,421,-1094,2
3844247131,6111,18943,-7500,2003,345,1949,172,421,-1169,2
3844267120,8542,16214,-9859,2196,760,1453,178,386,-1205,2
3844287109,9613,14936,-11472,2336,823,1933,160,380,-1242,2
3844307098,8666,17746,-9239,2379,521,2183,166,332,-1280,2
3844327087,7568,16921,-6997,2567,257,2430,160,332,-1378,2
3844347076,9091,11573,-7185,2843,570,2502,142,291,-1390,2
3844367065,9852,8192,-10037,3034,572,2496,148,285,-1426,2
3844387054,12125,9851,-10803,3004,359,2671,142,243,-1440,2
3844407043,9584,10553,-9058,3005,261,2634,142,243,-1501,2
3844427032,10021,6058,-8133,2963,251,2464,112,184,-1550,2
3844447021,8756,5848,-10194,3001,281,2349,112,154,-1563,2
3844467010,10458,3653,-9199,2996,466,2855,130,130,-1563,2
3844486999,9748,3489,-10235,3202,627,2583,130,83,-1636,2
3844506988,7603,2849,-11345,3292,908,2506,124,47,-1611,2
3844526977,5355,1993,-9280,3165,871,2939,124,17,-1650,2
3844546966,4879,-842,-5565,3082,790,3057,136,-30,-1588,2
3844566955,5359,-1419,-7418,3213,890,2764,112,-66,-1650,2
3844586944,5617,-724,-8177,3268,798,2553,148,-119,-1613,2
3844606933,6173,-948,-8731,3210,593,2501,130,-137,-1650,2
3844626922,5700,-3228,-6810,2977,505,2437,142,-167,-1600,2
3844646911,5041,-5609,-4224,2771,532,2410,142,-185,-1575,2
3844666900,3520,-7293,-227,2499,435,2365,166,-208,-1588,2
3844686889,4022,-9393,1164,2273,525,2212,154,-238,-1563,2
3844706878,3470,-11699,1989,1987,434,1743,172,-268,-1525,2
3844726867,4017,-13160,1600,1631,186,1081,172,-280,-1550,2
3844746856,4159,-13675,639,1289,41,505,190,-280,-1490,2
3844766845,3531,-14856,1924,907,61,492,184,-297,-1488,2
3844786834,3094,-15465,2419,543,107,634,190,-303,-1513,2
3844806823,3546,-15272,1881,352,7,564,196,-298,-1488,2
3844826812,5186,-14744,1958,137,-51,277,196,-297,-1451,2
3844846801,4744,-13857,2465,-104,-98,-13,201,-297,-1476,2
3844866790,3257,-13907,3742,-324,-163,-182,207,-297,-1476,2
3844886779,2536,-14161,4198,-551,-128,-151,184,-286,-1526,2
3844906768,2558,-14078,3136,-749,-121,-231,172,-280,-1526,2
3844926757,4137,-13699,1516,-990,-133,-591,196,-262,-1513,2
3844946746,4431,-12637,-60,-1418,126,-908,184,-262,-1513,2
3844966735,4132,-11819,-1022,-1818,261,-1213,172,-262,-1563,2
3844986724,3067,-11919,-1620,-2125,461,-1562,172,-256,-1575,2
3845006713,2594,-11279,-328,-2476,562,-1819,142,-202,-1588,2
3845026702,3134,-10001,3,-2756,562,-2006,142,-179,-1600,2
3845046691,3913,-8395,-1937,-2853,530,-2191,130,-167,-1588,2
3845066680,5052,-6201,-4026,-2894,400,-2470,124,-143,-1600,2
3845086669,6425,-3292,-3954,-2977,374,-2753,100,-90,-1588,2
3845106658,8292,-1699,-5035,-2959,417,-3069,77,-72,-1575,2
3845126647,7385,-380,-6040,-2926,141,-3304,95,-36,-1600,2
3845146636,8641,1752,-5995,-2971,13,-3404,77,11,-1588,2
3845166625,7927,4156,-7679,-3111,-116,-3437,83,53,-1588,2
3845186614,8858,5216,-8519,-3122,-268,-3219,83,89,-1600,2
3845206604,10370,7575,-10179,-2913,-276,-3222,77,118,-1563,2
3845226593,11092,9530,-10689,-2735,-342,-3280,77,154,-1513,2
3845246582,9829,11540,-10853,-2643,-580,-3313,95,190,-1476,2
3845266571,9931,12956,-11126,-2553,-601,-3156,77,196,-1465,2
3845286560,10342,13351,-11167,-2597,-859,-2980,89,249,-1440,2
3845306549,10173,13873,-11824,-2649,-1077,-2965,112,279,-1365,2
3845326538,9803,15577,-11876,-2660,-1189,-2628,100,302,-1328,2
3845346527,10193,16685,-12711,-2564,-1226,-2403,130,320,-1328,2
3845366516,10455,17289,-12461,-2392,-1324,-2274,124,344,-1255,2
3845386505,9731,17761,-12436,-2218,-1435,-2148,148,386,-1242,2
3845406494,9035,18019,-11709,-2097,-1495,-1945,154,392,-1169,2
3845426483,8093,17175,-11583,-1989,-1457,-1708,178,421,-1155,2
3845446472,7991,16385,-12054,-1840,-1305,-1522,172,433,-1132,2
3845466461,8405,16536,-12058,-1691,-1215,-1387,178,427,-1046,2
3845486450,8208,17167,-12212,-1526,-1156,-1258,190,439,-1046,2
3845506439,7163,17358,-12673,-1335,-954,-1162,190,439,-996,2
3845526428,6867,17231,-12431,-1174,-784,-963,225,451,-946,2
3845546417,7330,16631,-12707,-974,-595,-801,231,463,-923,2
3845566406,7316,16101,-12996,-749,-409,-695,219,451,-934,2
3845586395,7098,15826,-13458,-510,-203,-585,237,469,-873,2
3845606384,7435,15334,-12753,-242,-9,-439,231,463,-909,2
3845626373,7573,14501,-12662,60,140,-321,231,469,-848,2
3845646362,7164,14625,-12478,283,227,-172,249,463,-861,2
3845666351,7226,15119,-12792,450,349,2,237,457,-873,2
3845686340,7097,15753,-13090,637,461,147,249,475,-898,2
3845706329,6785,15945,-13053,881,522,293,219,463,-909,2
3845726318,6338,16954,-12319,1134,473,472,243,469,-984,2
3845746307,5852,17885,-12879,1340,475,644,231,469,-984,2
3845766296,5571,18734,-13644,1462,560,758,219,451,-996,2
3845786285,5169,19218,-13591,1690,604,898,213,457,-1046,2
3845806274,4847,19684,-14150,1918,518,1111,196,457,-1119,2
3845826263,5404,20635,-16004,2011,396,1288,201,439,-1119,2
3845846252,5472,21336,-16101,2100,410,1313,184,409,-1217,2
3845866241,5280,18514,-15621,2357,417,1416,178,409,-1205,2
3845886230,7184,19981,-13671,2767,408,1783,184,397,-1278,2
3845906219,6789,15221,-11701,3205,566,889,190,350,-1328,2
3845926208,6455,13352,-9032,3249,639,957,201,314,-1401,2
3845946197,6840,11870,-7718,3209,879,1318,190,296,-1426,2
3845966186,6854,10514,-8939,3295,1021,1620,166,267,-1426,2
3845986175,6416,11854,-9263,3268,861,1876,178,219,-1488,2
3846006164,5754,10574,-8437,3296,699,2187,172,201,-1550,2
3846026153,6182,7800,-8415,3326,604,2410,166,172,-1600,2
3846046142,8188,5438,-8476,3399,903,2386,148,118,-1600,2
3846066131,7517,4340,-9349,3441,989,2120,172,83,-1625,2
3846086120,6212,3654,-7663,3123,1098,2139,166,41,-1625,2
3846106109,6493,2288,-6012,2818,1227,2121,160,23,-1648,2
3846126098,6079,-273,-6149,2784,1104,1850,172,-12,-1673,2
3846146087,6246,-2645,-6412,2741,970,1678,142,-54,-1648,2
3846166076,6165,-4311,-7410,2569,1009,1648,166,-72,-1650,2
3846186065,5721,-5304,-7754,2383,1007,1513,178,-113,-1625,2
3846206054,4614,-7505,-5128,2189,844,1315,166,-125,-1661,2
3846226043,5614,-9417,-3766,2077,1117,1283,178,-143,-1648,2
3846246032,5149,-9588,-4500,2045,988,1207,178,-185,-1611,2
3846266021,5388,-9009,-3838,1933,515,1171,166,-191,-1636,2
3846286010,5801,-8511,-3407,1724,358,1084,178,-208,-1575,2
3846305999,6416,-8582,-1058,1374,626,875,201,-220,-1588,2
3846325988,7066,-9475,12,1112,528,658,184,-232,-1575,2
3846345977,6358,-10764,-1021,901,86,407,178,-262,-1625,2
3846365966,6808,-11619,-737,531,47,468,196,-256,-1586,2
3846385955,6762,-11899,-611,290,-248,429,184,-256,-1575,2
3846405944,7496,-11676,-456,-141,-73,399,184,-256,-1575,2
3846425933,8150,-10945,804,-455,-116,181,184,-268,-1611,2
3846445922,7718,-11591,1378,-679,-413,-217,184,-244,-1538,2
3846465911,6686,-11598,92,-1026,-440,-628,196,-244,-1625,2
3846485900,6638,-11362,-1173,-1387,-492,-810,178,-214,-1575,2
3846505889,7138,-10763,-2140,-1776,-481,-874,184,-208,-1575,2
3846525878,7362,-8896,-2965,-2071,-315,-994,166,-185,-1650,2
3846545867,7357,-6883,-2545,-2133,16,-1058,160,-191,-1636,2
3846565856,7346,-6091,-3332,-2226,339,-1315,160,-143,-1636,2
3846585845,7297,-5051,-5026,-2606,226,-1699,148,-107,-1625,2
3846605834,7063,-3538,-6242,-3040,-242,-1900,130,-78,-1636,2
3846625823,6871,-1368,-6499,-3349,-655,-1929,112,-30,-1648,2
3846645812,8060,1059,-8392,-3370,-797,-1968,112,-6,-1648,2
3846665802,7621,3927,-8411,-3309,-818,-2055,106,41,-1636,2
3846685791,6464,6884,-8213,-3428,-817,-2073,106,65,-1575,2
3846705780,5922,7637,-9289,-3751,-724,-2242,118,106,-1600,2
3846725769,5696,9677,-10931,-3720,-476,-2314,100,148,-1563,2
3846745758,7038,10523,-12145,-3636,-270,-2129,118,196,-1525,2
3846765747,7550,12361,-12118,-3690,-178,-2256,100,219,-1476,2
3846785736,6873,14002,-11825,-3604,-116,-2335,118,243,-1451,2
3846805725,7268,15401,-10417,-3485,-24,-2343,130,291,-1403,2
3846825714,7782,16493,-10092,-3370,142,-2485,136,308,-1317,2
3846845703,8193,17173,-11408,-3269,254,-2560,142,344,-1292,2
3846865692,7609,17901,-10952,-3192,145,-2595,154,374,-1217,2
3846885681,7021,19013,-9806,-3046,101,-2518,160,392,-1144,2
3846905670,8392,19357,-10031,-2761,279,-2427,184,427,-1132,2
3846925659,8528,19991,-10818,-2389,325,-2516,196,439,-1082,2
3846945648,8017,20737,-10440,-2091,236,-2507,213,445,-1032,2
3846965637,6866,20481,-9528,-1831,116,-2330,225,457,-959,2
3846985626,7215,19698,-9578,-1591,218,-2064,249,451,-946,2
3847005615,8557,18581,-10754,-1382,357,-1850,267,451,-884,2
3847025604,8787,17933,-10715,-1225,245,-1690,291,457,-873,2
3847045593,8268,18408,-9719,-992,107,-1496,314,445,-836,2
3847065582,8211,18047,-9895,-663,179,-1253,320,427,-836,2
3847085571,8303,17166,-10284,-370,206,-1001,332,421,-800,2
3847105560,8454,16317,-9684,-192,140,-679,326,439,-786,2
3847125549,8913,15461,-9180,-13,127,-358,350,445,-763,2
3847145538,8483,15274,-8734,182,128,-146,356,445,-786,2
3847165527,7988,15517,-8953,347,117,70,332,439,-811,2
3847185516,7390,15829,-8953,495,35,316,344,439,-825,2
3847205505,6980,15793,-8402,625,-12,551,326,439,-823,2
3847225494,6933,15569,-8432,777,113,705,326,457,-825,2
3847245483,7096,16347,-9607,922,257,771,314,463,-861,2
3847265472,6129,17841,-9311,983,119,836,296,469,-923,2
3847285461,5320,18878,-8039,1052,7,960,302,481,-884,2
3847305450,5008,19620,-8099,1199,165,1067,267,481,-948,2
3847325439,5246,21216,-10564,1307,324,1175,279,469,-984,2
3847345428,4755,23284,-11061,1275,169,1297,249,475,-984,2
3847365417,4017,22820,-9629,1360,57,1423,225,475,-1094,2
3847385406,5720,20080,-7945,1622,352,1500,225,463,-1107,2
3847405395,6795,18996,-9860,1813,744,1364,207,457,-1144,2
3847425384,5380,20036,-9312,1759,642,1343,201,439,-1217,2
3847445373,5765,19990,-7228,1724,431,1606,190,415,-1217,2
3847465362,5342,20383,-5958,1885,272,1919,172,380,-1292,2
3847485351,6043,17504,-4557,2108,369,2237,172,386,-1317,2
3847505340,5543,15925,-5169,2324,361,2040,166,368,-1365,2
3847525329,6237,14381,-7088,2423,-109,2355,154,338,-1365,2
3847545318,8540,12640,-7543,2459,-141,2718,142,296,-1426,2
3847565307,9405,10421,-7222,2656,338,2450,148,273,-1451,2
3847585296,8544,9129,-8533,2583,345,2281,148,261,-1488,2
3847605285,7581,7405,-6124,2446,275,2350,136,225,-1488,2
3847625274,8833,6601,-6005,2324,309,2542,124,196,-1525,2
3847645263,9831,4989,-5457,2233,441,2477,124,172,-1538,2
3847665252,7995,2515,-7105,2241,590,2275,124,142,-1550,2
3847685241,8436,1360,-8181,2046,613,2374,124,95,-1600,2
3847705230,7297,-233,-8195,1860,300,2134,136,65,-1575,2
3847725219,7678,-1439,-6877,1818,603,2153,118,53,-1636,2
3847745208,7558,-2986,-7560,1805,540,1990,124,41,-1625,2
3847765197,7538,-3795,-7856,1784,491,1812,100,17,-1625,2
3847785186,7279,-5100,-8211,1806,575,1570,112,23,-1636,2
3847805175,7248,-5253,-8857,1745,583,1588,112,-36,-1636,2
3847825164,7150,-5250,-7945,1626,387,1545,124,-30,-1611,2
3847845153,7677,-6041,-6729,1592,155,1344,124,-54,-1661,2
3847865142,8279,-6119,-6968,1698,249,1101,130,-84,-1611,2
3847885131,8160,-6051,-6416,1637,242,830,130,-90,-1625,2
3847905120,7719,-7001,-6956,1361,138,636,136,-107,-1611,2
3847925109,7827,-6867,-7814,982,91,672,136,-119,-1623,2
3847945098,8771,-7115,-5087,748,167,750,124,-131,-1625,2
3847965087,9225,-7438,-4182,700,318,794,130,-155,-1625,2
3847985076,9553,-7918,-5834,677,162,667,130,-137,-1611,2
3848005065,8897,-8717,-6674,531,-353,288,136,-143,-1648,2
3848025054,8784,-9501,-6773,411,-564,98,130,-143,-1611,2
3848045043,9347,-10099,-6635,308,-341,181,136,-149,-1623,2
3848065032,9738,-10081,-7161,205,-236,257,118,-155,-1650,2
3848085021,10004,-10191,-6998,133,-354,162,142,-185,-1588,2
3848105010,9790,-11090,-5730,135,-538,-137,142,-161,-1661,2
3848125000,8976,-12044,-5858,156,-629,-255,148,-167,-1625,2
3848144989,9188,-11905,-6819,74,-512,-32,166,-173,-1600,2
3848164978,9919,-10732,-7233,-38,-397,80,142,-161,-1673,2
3848184967,10076,-9325,-5985,-182,-366,-89,154,-155,-1636,2
3848204956,10024,-7955,-4935,-306,-315,-283,166,-161,-1586,2
3848224945,9334,-7446,-3551,-504,-176,-511,172,-161,-1611,2
3848244934,7883,-8108,-2540,-706,-253,-884,154,-155,-1600,2
3848264923,7432,-8259,-3608,-915,-307,-1094,148,-143,-1636,2
3848284912,6833,-8011,-4875,-1269,-155,-1183,160,-143,-1636,2
3848304901,6850,-6617,-6115,-1629,89,-1160,136,-113,-1648,2
3848324890,7056,-5679,-4480,-1877,311,-1233,148,-101,-1600,2
3848344879,7677,-4931,-4963,-1958,479,-1438,130,-84,-1636,2
3848364868,7037,-4586,-6857,-2220,347,-1692,118,-60,-1636,2
3848384857,7237,-3928,-8181,-2579,-3,-1822,106,-36,-1625,2
3848404846,8115,-2147,-8123,-2746,-169,-1852,112,11,-1650,2
3848424835,9290,-165,-7298,-2636,-286,-1819,106,41,-1636,2
3848444824,8413,429,-7365,-2578,-441,-2013,112,65,-1600,2
3848464813,9664,2723,-8994,-2578,-380,-2348,89,100,-1563,2
3848484802,10288,4931,-9627,-2667,-519,-2608,112,124,-1575,2
3848504791,8509,6742,-8281,-2805,-855,-2704,100,142,-1525,2
3848524780,7673,7547,-8833,-2998,-821,-2538,124,219,-1538,2
3848544769,8549,9226,-10748,-3110,-746,-2449,142,237,-1451,2
3848564758,8786,11503,-10343,-3226,-783,-2381,130,261,-1488,2
3848584747,6635,14071,-9099,-3230,-899,-2288,142,296,-1426,2
3848604736,6294,15979,-9515,-3036,-641,-2179,154,308,-1340,2
3848624725,6783,16991,-11481,-2803,-376,-2119,166,356,-1328,2
3848644714,7560,17453,-12582,-2708,-447,-2013,172,350,-1267,2
3848664703,6762,18790,-11285,-2521,-540,-1934,166,386,-1205,2
3848684692,6710,19008,-11438,-2188,-403,-1833,178,386,-1180,2
3848704681,6345,18620,-11848,-1957,-345,-1684,196,397,-1144,2
3848724670,6232,19114,-10902,-1757,-422,-1449,219,427,-1071,2
3848744659,5389,18818,-9827,-1465,-423,-1203,213,445,-1046,2
3848764648,4211,18485,-9029,-1133,-274,-995,231,421,-1057,2
3848784637,5574,17508,-9987,-843,-91,-735,237,409,-1032,2
3848804626,5782,16569,-10054,-668,-112,-604,237,439,-984,2
3848824615,5082,15798,-9244,-549,-91,-543,249,433,-971,2
3848844604,5823,14871,-9539,-470,35,-526,249,445,-971,2
3848864593,6850,14213,-9631,-431,71,-613,255,427,-923,2
3848884582,5972,14612,-8876,-357,-20,-735,255,439,-923,2
3848904571,5429,14762,-8622,-281,45,-706,285,439,-923,2
3848924560,5975,14975,-8347,-190,190,-580,279,445,-934,2
3848944549,6853,14867,-8922,-97,306,-490,302,451,-898,2
3848964538,6448,15256,-8893,-50,295,-422,285,439,-861,2
3848984527,6199,16048,-8942,58,303,-282,291,439,-934,2
3849004516,6402,16567,-9313,223,360,-136,291,421,-898,2
3849024505,6933,16580,-9499,401,401,-24,273,445,-923,2
3849044494,6460,16064,-9663,569,332,94,285,457,-934,2
3849064483,6445,15977,-10212,686,281,283,279,445,-946,2
3849084472,7432,16404,-10317,797,421,444,267,439,-959,2
3849104461,7801,16992,-10219,916,626,533,279,451,-1009,2
3849124450,7637,17923,-9769,1039,635,716,255,445,-1021,2
3849144439,8053,18715,-9981,1092,559,1024,249,457,-1021,2
3849164428,7778,18728,-10144,1053,463,1293,243,433,-1107,2
3849184417,8757,18171,-9706,1060,609,1447,231,427,-1094,2
3849204406,9894,18089,-9248,1235,828,1460,213,439,-1119,2
3849224395,8926,17708,-8793,1418,901,1511,201,409,-1132,2
3849244384,7789,15840,-8817,1302,757,2052,184,386,-1180,2
3849264373,11214,16425,-7978,1182,839,1937,166,362,-1205,2
3849284362,11214,16425,-7978,1286,755,1270,172,362,-1278,2
3849304351,8993,16498,-8694,1286,755,1270,172,350,-1242,2
3849324340,8487,15597,-10523,1563,561,2030,172,350,-1242,2
3849344329,8024,15118,-10713,1608,300,2563,142,338,-1292,2
3849364318,8245,14348,-10860,1725,-147,2702,148,320,-1328,2
3849384307,8285,12933,-11877,2080,-168,2691,142,291,-1376,2
3849404296,7336,12251,-12388,2296,109,2728,136,267,-1426,2
3849424285,6776,11390,-9586,2195,225,2826,148,243,-1440,2
3849444274,7644,8894,-7284,2204,47,2800,142,225,-1465,2
3849464263,7215,7468,-8652,2356,45,2628,124,172,-1513,2
3849484252,7187,6340,-8767,2319,71,2558,130,154,-1538,2
3849504241,6297,5244,-8913,2122,106,2571,142,124,-1525,2
3849524230,5633,4743,-8520,1899,8,2539,130,100,-1575,2
3849544219,6337,2903,-7263,1753,28,2523,130,71,-1575,2
3849564208,6151,1030,-6553,1975,329,2312,148,59,-1586,2
3849584197,6006,-774,-5378,2014,375,2117,136,23,-1611,2
3849604187,5837,-2134,-5532,1814,127,1992,148,-6,-1625,2
3849624176,6728,-3146,-5737,1481,-37,1907,142,-6,-1611,2
3849644165,6735,-3558,-6493,1285,-250,1795,154,-18,-1636,2
3849664154,7248,-4516,-5805,1239,-282,1620,166,-48,-1625,2
3849684143,6677,-6459,-4752,1088,115,1408,166,-48,-1648,2
3849704132,7743,-7271,-5063,806,176,1210,184,-90,-1623,2
3849724121,7825,-7256,-5093,736,-35,911,184,-72,-1648,2
3849744110,8459,-6775,-3802,873,-14,664,184,-90,-1673,2
3849764099,7998,-6462,-2514,915,334,340,172,-96,-1648,2
3849784088,7614,-8156,-2004,576,537,44,178,-101,-1636,2
3849804077,8038,-8542,-2803,-104,205,-205,166,-78,-1636,2
3849824066,7527,-8452,-2518,-762,106,-467,154,-107,-1661,2
3849844055,7230,-8107,-1751,-1237,379,-706,154,-66,-1673,2
3849864044,6182,-8345,-1383,-1567,414,-1016,160,-66,-1661,2
3849884033,6714,-7896,-3049,-1893,419,-1214,136,-60,-1611,2
3849904022,7007,-6966,-3980,-2108,514,-1420,136,-36,-1586,2
3849924011,7064,-6836,-3034,-2052,846,-1529,136,-24,-1648,2
3849944000,9081,-5563,-3988,-1911,1214,-1749,112,29,-1611,2
3849963989,9460,-3905,-4984,-1838,956,-2303,112,47,-1575,2
3849983978,9014,-2145,-4807,-1921,979,-2716,83,71,-1550,2
3850003967,9222,-587,-4255,-2045,686,-2929,77,112,-1575,2
3850023956,10405,1955,-5340,-2132,532,-2894,65,142,-1563,2
3850043945,11147,4178,-6289,-2015,373,-3075,65,190,-1501,2
3850063934,9945,5187,-6883,-2143,169,-3234,65,213,-1451,2
3850083923,10301,7851,-7656,-2448,110,-3301,83,237,-1476,2
3850103912,11751,11107,-7493,-2402,283,-3285,77,249,-1426,2
3850123901,11014,12356,-6763,-2064,444,-3392,95,273,-1365,2
3850143890,10092,13837,-7939,-1943,652,-3509,124,296,-1340,2
3850163879,9226,15756,-7365,-2165,668,-3434,118,314,-1292,2
3850183868,9142,17706,-6151,-2095,641,-3297,118,344,-1180,2
3850203857,8668,20756,-5026,-1764,735,-3044,142,350,-1169,2
3850223846,8631,21208,-4388,-1437,914,-2668,148,368,-1169,2
3850243835,7850,21407,-6297,-1271,842,-2541,166,386,-1082,2
3850263824,9058,20313,-5382,-1298,589,-2390,184,386,-1032,2
3850283813,6830,24706,-3464,-1127,485,-2356,196,392,-996,2
3850303802,8310,21482,-4099,-542,666,-1424,196,397,-984,2
3850323791,7572,20011,-6624,-409,569,-1486,207,397,-1009,2
3850343780,8692,17987,-7810,-687,307,-1416,231,397,-923,2
3850363769,11058,15518,-10866,-1022,134,-1415,231,397,-923,2
3850383758,11424,17263,-7450,-1023,55,-1494,243,397,-923,2
3850403747,8762,18183,-4390,-318,-12,-1316,267,386,-884,2
3850423736,7037,17607,-5984,161,-154,-945,261,397,-861,2
3850443725,8255,16707,-6481,187,-371,-461,267,397,-861,2
3850463714,9009,15520,-5263,203,-660,-225,285,386,-873,2
3850483703,9615,14724,-5044,317,-722,-161,279,386,-898,2
3850503692,9164,14991,-5330,472,-744,-129,291,409,-873,2
3850523681,8464,14608,-5274,570,-804,-82,291,403,-848,2
3850543670,8334,14758,-5234,581,-813,78,285,397,-898,2
3850563659,8350,15045,-4394,599,-818,225,285,374,-923,2
3850583648,7838,15221,-3799,648,-754,286,285,397,-898,2
3850603637,7388,15780,-3929,670,-617,349,285,403,-909,2
3850623626,7022,15988,-4618,655,-605,458,267,397,-948,2
3850643615,6875,16032,-5134,534,-625,529,285,403,-923,2
3850663604,7031,16152,-5125,406,-567,573,273,421,-946,2
3850683593,7631,15602,-5530,385,-467,592,243,421,-909,2
3850703582,7303,15168,-6844,403,-434,530,243,415,-959,2
3850723571,6800,15704,-7365,398,-460,531,261,421,-946,2
3850743560,6555,16320,-7459,426,-401,660,237,433,-959,2
3850763549,5680,16172,-8002,480,-352,815,237,439,-984,2
3850783538,5347,15879,-8738,491,-344,952,249,409,-984,2
3850803527,6133,15766,-8238,508,-374,1074,219,439,-984,2
3850823516,6639,15931,-8767,660,-359,1090,213,415,-1009,2
3850843505,6173,16265,-9174,805,-394,1074,207,415,-1071,2
3850863494,5646,16826,-8250,866,-420,1170,201,427,-1021,2
3850883483,7665,14677,-6600,891,-134,1597,196,421,-1094,2
3850903472,8435,14612,-6306,1053,-102,1392,184,409,-1107,2
3850923461,9240,13657,-6856,1147,-113,1411,172,392,-1180,2
3850943450,9116,15287,-7070,1179,-367,1298,184,397,-1205,2
3850963439,9752,15320,-6255,1232,-340,1518,154,380,-1242,2
3850983428,10727,13932,-6777,1391,3,1655,142,397,-1255,2
3851003417,9996,11612,-8090,1471,-127,1614,136,362,-1267,2
3851023406,9720,11073,-9446,1487,-133,1591,142,332,-1255,2
3851043395,10235,10694,-9442,1493,-39,1680,148,332,-1328,2
3851063385,10733,9818,-9028,1550,127,1753,136,320,-1340,2
3851083374,11435,7751,-10331,1615,144,1798,118,308,-1365,2
3851103363,10276,8003,-10861,1695,4,1685,106,285,-1353,2
3851123352,9932,8522,-10389,1770,109,1725,106,273,-1440,2
3851143341,10782,7288,-9338,1835,283,1793,100,249,-1415,2
3851163330,11603,6469,-9617,1881,135,1766,95,243,-1440,2
3851183319,11280,5735,-11495,2008,-48,1662,106,201,-1463,2
3851203308,10487,4353,-12005,2081,-21,1678,95,172,-1513,2
3851223297,10763,3767,-11539,2027,150,2006,89,160,-1525,2
3851243286,10602,2605,-11474,2064,218,2156,89,154,-1538,2
3851263275,10805,1113,-12613,2303,200,2151,95,100,-1550,2
3851283264,10001,-57,-13000,2516,219,2025,100,95,-1600,2
3851303253,9682,61,-12804,2570,340,2023,89,65,-1600,2
3851323242,9420,142,-11479,2573,568,2068,106,11,-1575,2
3851343231,9487,-9,-9179,2568,624,2098,100,11,-1586,2
3851363220,9620,-361,-7604,2559,368,2037,112,-30,-1611,2
3851383209,9087,-1717,-7103,2616,257,1890,106,-66,-1625,2
3851403198,8760,-3549,-6400,2584,363,1809,118,-96,-1661,2
3851423187,8127,-4584,-6944,2493,369,1716,124,-131,-1636,2
3851443176,8202,-5630,-5175,2338,367,1633,124,-131,-1636,2
3851463165,7995,-6714,-2230,2227,374,1598,130,-179,-1648,2
3851483154,6394,-7534,-467,2185,616,1491,112,-208,-1600,2
3851503143,5135,-9819,990,1978,567,1284,142,-214,-1563,2
3851523132,4648,-10863,446,1686,142,1003,136,-238,-1586,2
3851543121,4169,-11740,-256,1224,-98,674,130,-262,-1538,2
3851563110,3398,-11955,340,704,93,443,142,-268,-1538,2
