Timestamp(us), yaw, pitch, roll
3297227783,-21.834882324078727,10.82282097241311,-154.53030003271209
3297247772,-21.90391238843409,9.2078451583210708,-154.51423691797899
3297267761,-21.914895205129465,7.7552894014800566,-154.67233169359577
3297287750,-21.901572017164245,6.2550364043470612,-154.79157162302289
3297307739,-21.904204089569127,4.792296167056131,-154.85702373530557
3297327728,-21.901049695869183,3.34617213277253,-154.90744819820827
3297347717,-21.866489521944033,1.9415239906041828,-155.08254462220165
3297367706,-21.825419558459444,0.59239407604944228,-155.38202137352019
3297387695,-21.822522184221057,-0.71764227706726602,-155.62205950512097
3297407684,-21.85672839364387,-1.9858494054527416,-155.83921299798229
3297427673,-21.878507594541748,-3.2574906148641456,-156.10080092646379
3297447662,-21.91009618655449,-4.5301344426346084,-156.35645760010524
3297467651,-22.010667505331867,-5.7821221624462398,-156.4768478136952
3297487640,-22.178011678315318,-7.0395666160442731,-156.56893073567321
3297507629,-22.335735448281433,-8.2768245807170082,-156.64896018932501
3297527618,-22.461726409169298,-9.4966577151882561,-156.69121762159222
3297547607,-22.589922045764187,-10.736399411745953,-156.54814080644161
3297567596,-22.744699349123145,-12.019542941527963,-156.22914452824364
3297587585,-22.868141149002273,-13.358401176371281,-155.97947804256296
3297607574,-22.9556000980451,-14.726653008223213,-155.7525860394841
3297627563,-23.062859316732794,-16.093446161647545,-155.44620472280644
3297647552,-23.154489154361553,-17.448509152623476,-155.1802049545729
3297667541,-23.176187475609655,-18.793615636078325,-155.05378777707168
3297687530,-23.185566639007011,-20.08848727635942,-154.96780480778145
3297707519,-23.233933593571194,-21.304360281632309,-154.88193103548383
3297727508,-23.307079604515284,-22.437537864104343,-154.89586865129505
3297747497,-23.346694984309728,-23.530584069033331,-155.11334782755333
3297767486,-23.411299713261045,-24.603790354807789,-155.30243241810157
3297787475,-23.541476099538041,-25.636824760478632,-155.33175638940654
3297807464,-23.676120453422559,-26.516520867927845,-155.3481476438474
3297827453,-23.726881860737556,-27.39700199736486,-155.62376615784845
3297847442,-23.620132000456699,-28.274339042211533,-156.16922729279455
3297867431,-23.443653634039507,-29.194535449870653,-156.72578391433836
3297887420,-23.355056475095871,-30.124320587538783,-157.01652871970202
3297907409,-23.364252267870274,-31.071666422125315,-157.05964267525903
3297927398,-23.432238665464933,-32.0325304357576,-156.93303502667524
3297947387,-23.507178801356144,-32.99908397544332,-156.69012051991112
3297967376,-23.609411898362858,-33.997692529508917,-156.22226512573698
3297987365,-23.819245262257127,-35.039872053958398,-155.46043134950799
3298007354,-24.091562869562178,-36.071870013199522,-154.6828313827163
3298027343,-24.342071785580934,-37.073365640085321,-153.98390533754718
3298047332,-24.622059504852906,-38.058549635683249,-153.11853397299754
3298067321,-25.012457429489398,-39.221498394840644,-151.90819016880306
3298087310,-25.274006719895727,-40.242025636228981,-150.85629460358248
3298107299,-25.411469310046691,-41.053613201755986,-150.07790331303045
3298127288,-25.591022723947123,-41.860241278861999,-149.22848919667246
3298147277,-25.794749055500045,-42.738644577645594,-148.3277423851147
3298167266,-25.937211481398801,-43.565973046497398,-147.67726435001441
3298187255,-25.975234934691866,-44.285820250669559,-147.18782416667605
3298207244,-25.985214893148566,-44.942120222527024,-146.9228362832184
3298227233,-26.095389566133097,-45.55053933813538,-146.49840987135133
3298247222,-26.185489749859535,-46.112221747104158,-146.0643252669324
